init_tom,resp_tom,init_lr,resp_lr,init_canLie,resp_canLie,init_initPoints,resp_respPoints,init_finalPoints,resp_finalPoints,init_gain,resp_gain,nr_offers,outcome_is_PE,passed_time
2,0,0.5,0.5,true,false,350,300,348,298,-2,-2,2,true,-1.0
2,0,0.5,0.5,true,false,200,250,247,297,47,47,3,true,-1.0
2,0,0.5,0.5,true,false,200,200,348,798,148,598,2,true,-1.0
2,0,0.5,0.5,true,false,300,200,797,247,497,47,3,true,-1.0
2,0,0.5,0.5,true,false,850,900,847,897,-3,-3,3,true,-1.0
2,0,0.5,0.5,true,false,850,900,850,900,0,0,0,true,-1.0
2,0,0.5,0.5,false,false,250,300,246,296,-4,-4,4,true,98.12
2,0,0.5,0.5,false,false,200,300,798,948,598,648,2,true,-1.0
2,0,0.5,0.5,false,false,200,200,195,195,-5,-5,5,false,-1.0
2,0,0.5,0.5,false,false,200,250,197,247,-3,-3,3,true,-1.0
2,0,0.5,0.5,false,false,900,300,900,300,0,0,0,true,-1.0
2,0,0.5,0.5,false,false,300,250,397,297,97,47,3,true,-1.0
2,0,0.5,0.5,false,false,300,300,298,298,-2,-2,2,true,-1.0
2,0,0.5,0.5,false,false,200,900,197,897,-3,-3,3,false,-1.0
2,0,0.5,0.5,false,false,850,200,845,195,-5,-5,5,true,-1.0
2,0,0.5,0.5,false,false,300,850,797,897,497,47,3,true,-1.0
2,1,0.5,0.5,true,false,850,250,850,250,0,0,0,true,433.485
2,1,0.5,0.5,true,false,300,300,348,798,48,498,2,true,-1.0
2,1,0.5,0.5,true,false,350,250,347,247,-3,-3,3,true,-1.0
2,1,0.5,0.5,true,false,300,250,898,798,598,548,2,true,-1.0
2,1,0.5,0.5,true,false,200,300,345,895,145,595,5,true,-1.0
2,1,0.5,0.5,true,false,200,250,798,898,598,648,2,true,-1.0
2,1,0.5,0.5,true,false,350,250,898,298,548,48,2,true,-1.0
2,1,0.5,0.5,true,false,300,300,300,300,0,0,0,true,-1.0
2,1,0.5,0.5,true,false,250,300,898,898,648,598,2,true,-1.0
2,1,0.5,0.5,true,false,350,300,349,299,-1,-1,1,true,-1.0
2,1,0.5,0.5,false,false,250,850,798,898,548,48,2,true,117.878
2,1,0.5,0.5,false,false,250,300,899,799,649,499,1,true,-1.0
2,1,0.5,0.5,false,false,250,250,247,247,-3,-3,3,true,-1.0
2,1,0.5,0.5,false,false,350,850,350,850,0,0,0,true,-1.0
2,1,0.5,0.5,false,false,250,350,200,300,-50,-50,50,false,-1.0
2,1,0.5,0.5,false,false,850,200,899,299,49,99,1,true,-1.0
2,1,0.5,0.5,false,false,200,250,338,788,138,538,12,false,-1.0
2,1,0.5,0.5,false,false,200,850,197,847,-3,-3,3,true,-1.0
2,1,0.5,0.5,false,false,300,850,297,847,-3,-3,3,true,-1.0
2,1,0.5,0.5,false,false,300,900,799,949,499,49,1,true,-1.0
2,2,0.5,0.5,true,true,850,850,850,850,0,0,0,true,429.755
2,2,0.5,0.5,true,true,200,850,248,898,48,48,2,true,-1.0
2,2,0.5,0.5,true,true,300,300,348,798,48,498,2,true,-1.0
2,2,0.5,0.5,true,true,250,200,397,297,147,97,3,false,-1.0
2,2,0.5,0.5,true,true,300,350,300,350,0,0,0,true,-1.0
2,2,0.5,0.5,true,true,250,250,298,848,48,598,2,true,-1.0
2,2,0.5,0.5,true,true,250,850,249,849,-1,-1,1,true,-1.0
2,2,0.5,0.5,true,true,250,250,250,250,0,0,0,true,-1.0
2,2,0.5,0.5,true,true,300,300,799,899,499,599,1,true,-1.0
2,2,0.5,0.5,true,true,900,850,899,849,-1,-1,1,true,-1.0
2,2,0.5,0.5,true,false,300,850,799,899,499,49,1,true,448.878
2,2,0.5,0.5,true,false,250,300,899,849,649,549,1,true,-1.0
2,2,0.5,0.5,true,false,250,200,299,249,49,49,1,true,-1.0
2,2,0.5,0.5,true,false,250,300,298,798,48,498,2,true,-1.0
2,2,0.5,0.5,true,false,300,200,250,150,-50,-50,50,false,-1.0
2,2,0.5,0.5,true,false,250,250,247,247,-3,-3,3,true,-1.0
2,2,0.5,0.5,true,false,850,350,850,350,0,0,0,true,-1.0
2,2,0.5,0.5,true,false,850,250,899,299,49,49,1,true,-1.0
2,2,0.5,0.5,true,false,300,850,300,850,0,0,0,true,-1.0
2,2,0.5,0.5,true,false,350,300,349,299,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,true,300,850,298,848,-2,-2,2,true,266.876
2,2,0.5,0.5,false,true,300,300,298,298,-2,-2,2,true,-1.0
2,2,0.5,0.5,false,true,250,300,248,298,-2,-2,2,true,-1.0
2,2,0.5,0.5,false,true,300,250,297,247,-3,-3,3,true,-1.0
2,2,0.5,0.5,false,true,250,250,797,897,547,647,3,true,-1.0
2,2,0.5,0.5,false,true,300,250,347,297,47,47,3,true,-1.0
2,2,0.5,0.5,false,true,900,850,899,849,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,true,200,850,248,898,48,48,2,true,-1.0
2,2,0.5,0.5,false,true,300,850,299,849,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,true,300,300,300,300,0,0,0,true,-1.0
2,2,0.5,0.5,false,false,300,300,298,298,-2,-2,2,true,103.325
2,2,0.5,0.5,false,false,250,250,798,298,548,48,2,true,-1.0
2,2,0.5,0.5,false,false,300,300,799,349,499,49,1,true,-1.0
2,2,0.5,0.5,false,false,300,200,299,199,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,false,200,850,199,849,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,false,250,300,249,299,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,false,300,900,298,898,-2,-2,2,true,-1.0
2,2,0.5,0.5,false,false,300,200,299,199,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,false,850,200,849,199,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,false,850,300,849,299,-1,-1,1,true,-1.0
0,0,0.5,0.5,false,false,300,250,948,798,648,548,2,true,0.182
0,0,0.5,0.5,false,false,350,300,346,296,-4,-4,4,false,-1.0
0,0,0.5,0.5,false,false,200,300,197,297,-3,-3,3,true,-1.0
0,0,0.5,0.5,false,false,350,250,346,246,-4,-4,4,false,-1.0
0,0,0.5,0.5,false,false,250,300,298,898,48,598,2,true,-1.0
0,0,0.5,0.5,false,false,850,850,848,848,-2,-2,2,true,-1.0
0,0,0.5,0.5,false,false,850,300,846,296,-4,-4,4,true,-1.0
0,0,0.5,0.5,false,false,250,250,298,798,48,548,2,true,-1.0
0,0,0.5,0.5,false,false,300,300,297,297,-3,-3,3,true,-1.0
0,0,0.5,0.5,false,false,300,350,898,898,598,548,2,true,-1.0
0,1,0.5,0.5,false,false,300,850,296,846,-4,-4,4,true,0.236
0,1,0.5,0.5,false,false,300,200,298,198,-2,-2,2,true,-1.0
0,1,0.5,0.5,false,false,300,200,896,296,596,96,4,true,-1.0
0,1,0.5,0.5,false,false,300,300,296,296,-4,-4,4,true,-1.0
0,1,0.5,0.5,false,false,850,300,846,296,-4,-4,4,true,-1.0
0,1,0.5,0.5,false,false,300,300,296,296,-4,-4,4,true,-1.0
0,1,0.5,0.5,false,false,250,250,246,246,-4,-4,4,true,-1.0
0,1,0.5,0.5,false,false,350,350,348,348,-2,-2,2,true,-1.0
0,1,0.5,0.5,false,false,300,250,849,849,549,599,1,true,-1.0
0,1,0.5,0.5,false,false,200,300,248,948,48,648,2,true,-1.0
0,2,0.5,0.5,false,true,850,300,846,296,-4,-4,4,true,437.151
0,2,0.5,0.5,false,true,300,300,348,798,48,498,2,true,-1.0
0,2,0.5,0.5,false,true,250,300,246,296,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,true,300,850,799,899,499,49,1,true,-1.0
0,2,0.5,0.5,false,true,300,300,346,796,46,496,4,true,-1.0
0,2,0.5,0.5,false,true,850,250,848,248,-2,-2,2,true,-1.0
0,2,0.5,0.5,false,true,250,350,297,397,47,47,3,true,-1.0
0,2,0.5,0.5,false,true,850,250,846,246,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,true,300,250,297,247,-3,-3,3,true,-1.0
0,2,0.5,0.5,false,true,250,200,246,196,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,false,850,250,846,246,-4,-4,4,true,63.916
0,2,0.5,0.5,false,false,300,900,297,897,-3,-3,3,true,-1.0
0,2,0.5,0.5,false,false,300,350,296,346,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,false,200,300,899,849,699,549,1,true,-1.0
0,2,0.5,0.5,false,false,250,350,799,949,549,599,1,true,-1.0
0,2,0.5,0.5,false,false,350,300,346,296,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,false,300,200,799,349,499,149,1,true,-1.0
0,2,0.5,0.5,false,false,200,300,348,798,148,498,2,true,-1.0
0,2,0.5,0.5,false,false,250,200,298,348,48,148,2,false,-1.0
0,2,0.5,0.5,false,false,200,350,248,398,48,48,2,true,-1.0
1,0,0.5,0.5,false,false,250,850,247,847,-3,-3,3,true,0.302
1,0,0.5,0.5,false,false,300,250,948,798,648,548,2,true,-1.0
1,0,0.5,0.5,false,false,200,250,200,250,0,0,0,true,-1.0
1,0,0.5,0.5,false,false,850,300,845,295,-5,-5,5,true,-1.0
1,0,0.5,0.5,false,false,850,850,850,850,0,0,0,true,-1.0
1,0,0.5,0.5,false,false,300,900,297,897,-3,-3,3,true,-1.0
1,0,0.5,0.5,false,false,300,850,297,847,-3,-3,3,true,-1.0
1,0,0.5,0.5,false,false,300,300,799,949,499,649,1,true,-1.0
1,0,0.5,0.5,false,false,300,350,300,350,0,0,0,true,-1.0
1,0,0.5,0.5,false,false,300,300,300,300,0,0,0,true,-1.0
1,1,0.5,0.5,false,false,300,850,250,800,-50,-50,50,true,1.547
1,1,0.5,0.5,false,false,250,300,200,250,-50,-50,50,false,-1.0
1,1,0.5,0.5,false,false,200,850,197,847,-3,-3,3,true,-1.0
1,1,0.5,0.5,false,false,250,300,200,250,-50,-50,50,true,-1.0
1,1,0.5,0.5,false,false,850,250,899,799,49,549,1,true,-1.0
1,1,0.5,0.5,false,false,850,250,850,250,0,0,0,true,-1.0
1,1,0.5,0.5,false,false,250,200,898,798,648,598,2,true,-1.0
1,1,0.5,0.5,false,false,200,300,150,250,-50,-50,50,true,-1.0
1,1,0.5,0.5,false,false,300,850,300,850,0,0,0,true,-1.0
1,1,0.5,0.5,false,false,300,200,250,150,-50,-50,50,false,-1.0
1,2,0.5,0.5,false,true,250,250,248,248,-2,-2,2,false,329.776
1,2,0.5,0.5,false,true,300,250,298,248,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,true,300,200,298,198,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,true,300,200,298,198,-2,-2,2,false,-1.0
1,2,0.5,0.5,false,true,200,350,198,348,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,true,300,200,799,299,499,99,1,true,-1.0
1,2,0.5,0.5,false,true,200,300,296,396,96,96,4,false,-1.0
1,2,0.5,0.5,false,true,850,200,850,200,0,0,0,true,-1.0
1,2,0.5,0.5,false,true,300,300,346,896,46,596,4,true,-1.0
1,2,0.5,0.5,false,true,200,300,150,250,-50,-50,50,false,-1.0
1,2,0.5,0.5,false,false,250,250,798,298,548,48,2,true,92.573
1,2,0.5,0.5,false,false,850,200,850,200,0,0,0,true,-1.0
1,2,0.5,0.5,false,false,250,850,248,848,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,false,250,250,297,297,47,47,3,true,-1.0
1,2,0.5,0.5,false,false,200,300,249,799,49,499,1,false,-1.0
1,2,0.5,0.5,false,false,350,250,344,244,-6,-6,6,true,-1.0
1,2,0.5,0.5,false,false,250,850,248,848,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,false,250,900,248,898,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,false,200,300,849,899,649,599,1,true,-1.0
1,2,0.5,0.5,false,false,200,300,298,798,98,498,2,true,-1.0
2,0,0.5,0.5,true,false,200,200,799,349,599,149,1,true,553.673
2,0,0.5,0.5,true,false,350,250,345,245,-5,-5,5,true,-1.0
2,0,0.5,0.5,true,false,300,250,298,248,-2,-2,2,true,-1.0
2,0,0.5,0.5,true,false,850,250,847,247,-3,-3,3,true,-1.0
2,0,0.5,0.5,true,false,850,250,846,246,-4,-4,4,true,-1.0
2,0,0.5,0.5,true,false,350,300,350,300,0,0,0,true,-1.0
2,0,0.5,0.5,true,false,300,850,297,847,-3,-3,3,true,-1.0
2,0,0.5,0.5,true,false,250,250,848,848,598,598,2,true,-1.0
2,0,0.5,0.5,true,false,850,300,850,300,0,0,0,true,-1.0
2,0,0.5,0.5,true,false,200,200,200,200,0,0,0,true,-1.0
2,0,0.5,0.5,false,false,300,200,847,247,547,47,3,true,88.116
2,0,0.5,0.5,false,false,250,250,247,247,-3,-3,3,true,-1.0
2,0,0.5,0.5,false,false,300,300,297,297,-3,-3,3,true,-1.0
2,0,0.5,0.5,false,false,300,300,797,347,497,47,3,true,-1.0
2,0,0.5,0.5,false,false,250,900,247,897,-3,-3,3,true,-1.0
2,0,0.5,0.5,false,false,250,350,247,347,-3,-3,3,true,-1.0
2,0,0.5,0.5,false,false,300,250,300,250,0,0,0,true,-1.0
2,0,0.5,0.5,false,false,200,900,197,897,-3,-3,3,true,-1.0
2,0,0.5,0.5,false,false,850,850,850,850,0,0,0,true,-1.0
2,0,0.5,0.5,false,false,250,350,245,345,-5,-5,5,true,-1.0
2,1,0.5,0.5,true,false,300,350,797,397,497,47,3,true,983.652
2,1,0.5,0.5,true,false,300,250,898,848,598,598,2,true,-1.0
2,1,0.5,0.5,true,false,200,350,197,347,-3,-3,3,true,-1.0
2,1,0.5,0.5,true,false,250,300,298,798,48,498,2,true,-1.0
2,1,0.5,0.5,true,false,350,250,398,798,48,548,2,true,-1.0
2,1,0.5,0.5,true,false,850,850,850,850,0,0,0,true,-1.0
2,1,0.5,0.5,true,false,300,250,797,297,497,47,3,true,-1.0
2,1,0.5,0.5,true,false,300,250,297,247,-3,-3,3,true,-1.0
2,1,0.5,0.5,true,false,300,250,297,247,-3,-3,3,true,-1.0
2,1,0.5,0.5,true,false,250,850,797,897,547,47,3,true,-1.0
2,1,0.5,0.5,false,false,250,300,348,798,98,498,2,true,169.229
2,1,0.5,0.5,false,false,250,250,299,799,49,549,1,true,-1.0
2,1,0.5,0.5,false,false,300,250,348,798,48,548,2,true,-1.0
2,1,0.5,0.5,false,false,250,200,248,198,-2,-2,2,true,-1.0
2,1,0.5,0.5,false,false,350,300,347,297,-3,-3,3,true,-1.0
2,1,0.5,0.5,false,false,250,300,247,297,-3,-3,3,true,-1.0
2,1,0.5,0.5,false,false,200,350,197,347,-3,-3,3,true,-1.0
2,1,0.5,0.5,false,false,250,300,299,799,49,499,1,true,-1.0
2,1,0.5,0.5,false,false,850,250,847,247,-3,-3,3,true,-1.0
2,1,0.5,0.5,false,false,300,250,797,297,497,47,3,true,-1.0
2,2,0.5,0.5,true,true,250,250,248,248,-2,-2,2,true,640.517
2,2,0.5,0.5,true,true,350,900,350,900,0,0,0,true,-1.0
2,2,0.5,0.5,true,true,300,200,300,200,0,0,0,true,-1.0
2,2,0.5,0.5,true,true,300,250,899,299,599,49,1,true,-1.0
2,2,0.5,0.5,true,true,250,900,297,947,47,47,3,true,-1.0
2,2,0.5,0.5,true,true,250,300,397,797,147,497,3,true,-1.0
2,2,0.5,0.5,true,true,850,250,850,250,0,0,0,true,-1.0
2,2,0.5,0.5,true,true,200,300,248,348,48,48,2,true,-1.0
2,2,0.5,0.5,true,true,300,300,848,848,548,548,2,true,-1.0
2,2,0.5,0.5,true,true,850,250,850,250,0,0,0,true,-1.0
2,2,0.5,0.5,true,false,300,300,298,298,-2,-2,2,true,636.028
2,2,0.5,0.5,true,false,300,850,299,849,-1,-1,1,true,-1.0
2,2,0.5,0.5,true,false,250,200,799,249,549,49,1,true,-1.0
2,2,0.5,0.5,true,false,300,300,849,849,549,549,1,true,-1.0
2,2,0.5,0.5,true,false,200,350,199,349,-1,-1,1,true,-1.0
2,2,0.5,0.5,true,false,300,300,797,347,497,47,3,true,-1.0
2,2,0.5,0.5,true,false,300,850,299,849,-1,-1,1,true,-1.0
2,2,0.5,0.5,true,false,200,300,799,349,599,49,1,true,-1.0
2,2,0.5,0.5,true,false,300,350,300,350,0,0,0,true,-1.0
2,2,0.5,0.5,true,false,300,250,299,249,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,true,300,250,349,299,49,49,1,true,299.317
2,2,0.5,0.5,false,true,850,300,848,298,-2,-2,2,true,-1.0
2,2,0.5,0.5,false,true,850,200,850,200,0,0,0,true,-1.0
2,2,0.5,0.5,false,true,300,250,349,299,49,49,1,true,-1.0
2,2,0.5,0.5,false,true,300,850,299,849,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,true,250,300,250,300,0,0,0,true,-1.0
2,2,0.5,0.5,false,true,300,200,798,798,498,598,2,true,-1.0
2,2,0.5,0.5,false,true,850,350,847,347,-3,-3,3,true,-1.0
2,2,0.5,0.5,false,true,250,200,249,199,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,true,200,300,248,898,48,598,2,true,-1.0
2,2,0.5,0.5,false,false,200,350,199,349,-1,-1,1,true,89.378
2,2,0.5,0.5,false,false,200,300,348,798,148,498,2,true,-1.0
2,2,0.5,0.5,false,false,250,300,298,348,48,48,2,true,-1.0
2,2,0.5,0.5,false,false,250,200,250,200,0,0,0,true,-1.0
2,2,0.5,0.5,false,false,300,850,299,849,-1,-1,1,true,-1.0
2,2,0.5,0.5,false,false,250,250,298,298,48,48,2,false,-1.0
2,2,0.5,0.5,false,false,300,300,799,899,499,599,1,true,-1.0
2,2,0.5,0.5,false,false,900,200,900,200,0,0,0,true,-1.0
2,2,0.5,0.5,false,false,200,850,298,898,98,48,2,true,-1.0
2,2,0.5,0.5,false,false,250,250,798,348,548,98,2,true,-1.0
0,0,0.5,0.5,false,false,300,300,297,297,-3,-3,3,true,0.179
0,0,0.5,0.5,false,false,300,900,797,947,497,47,3,true,-1.0
0,0,0.5,0.5,false,false,250,200,247,197,-3,-3,3,false,-1.0
0,0,0.5,0.5,false,false,300,350,298,348,-2,-2,2,true,-1.0
0,0,0.5,0.5,false,false,200,350,197,347,-3,-3,3,true,-1.0
0,0,0.5,0.5,false,false,200,200,198,198,-2,-2,2,true,-1.0
0,0,0.5,0.5,false,false,350,200,398,798,48,598,2,true,-1.0
0,0,0.5,0.5,false,false,200,250,198,248,-2,-2,2,true,-1.0
0,0,0.5,0.5,false,false,200,850,198,848,-2,-2,2,true,-1.0
0,0,0.5,0.5,false,false,350,250,347,247,-3,-3,3,true,-1.0
0,1,0.5,0.5,false,false,200,300,799,899,599,599,1,true,0.309
0,1,0.5,0.5,false,false,350,300,347,297,-3,-3,3,true,-1.0
0,1,0.5,0.5,false,false,250,200,297,247,47,47,3,true,-1.0
0,1,0.5,0.5,false,false,250,300,296,346,46,46,4,true,-1.0
0,1,0.5,0.5,false,false,300,250,299,249,-1,-1,1,true,-1.0
0,1,0.5,0.5,false,false,850,200,848,198,-2,-2,2,true,-1.0
0,1,0.5,0.5,false,false,250,200,348,798,98,598,2,true,-1.0
0,1,0.5,0.5,false,false,300,350,297,347,-3,-3,3,true,-1.0
0,1,0.5,0.5,false,false,350,300,398,798,48,498,2,true,-1.0
0,1,0.5,0.5,false,false,200,200,248,848,48,648,2,false,-1.0
0,2,0.5,0.5,false,true,200,350,197,347,-3,-3,3,true,298.791
0,2,0.5,0.5,false,true,200,200,248,248,48,48,2,true,-1.0
0,2,0.5,0.5,false,true,300,850,296,846,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,true,250,300,247,297,-3,-3,3,true,-1.0
0,2,0.5,0.5,false,true,250,850,246,846,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,true,200,250,248,798,48,548,2,true,-1.0
0,2,0.5,0.5,false,true,300,200,298,198,-2,-2,2,true,-1.0
0,2,0.5,0.5,false,true,300,300,296,296,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,true,300,250,799,899,499,649,1,true,-1.0
0,2,0.5,0.5,false,true,850,250,846,246,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,false,250,250,297,797,47,547,3,true,62.756
0,2,0.5,0.5,false,false,300,300,296,296,-4,-4,4,false,-1.0
0,2,0.5,0.5,false,false,250,900,249,899,-1,-1,1,true,-1.0
0,2,0.5,0.5,false,false,200,300,196,296,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,false,850,200,846,196,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,false,850,250,846,246,-4,-4,4,true,-1.0
0,2,0.5,0.5,false,false,250,350,298,398,48,48,2,true,-1.0
0,2,0.5,0.5,false,false,300,250,797,297,497,47,3,true,-1.0
0,2,0.5,0.5,false,false,350,850,349,849,-1,-1,1,true,-1.0
0,2,0.5,0.5,false,false,250,250,798,298,548,48,2,true,-1.0
1,0,0.5,0.5,false,false,300,850,297,847,-3,-3,3,true,0.284
1,0,0.5,0.5,false,false,250,850,247,847,-3,-3,3,true,-1.0
1,0,0.5,0.5,false,false,850,350,845,345,-5,-5,5,true,-1.0
1,0,0.5,0.5,false,false,250,200,250,200,0,0,0,true,-1.0
1,0,0.5,0.5,false,false,200,350,195,345,-5,-5,5,true,-1.0
1,0,0.5,0.5,false,false,850,250,899,799,49,549,1,true,-1.0
1,0,0.5,0.5,false,false,300,850,297,847,-3,-3,3,true,-1.0
1,0,0.5,0.5,false,false,300,300,297,297,-3,-3,3,true,-1.0
1,0,0.5,0.5,false,false,200,300,197,297,-3,-3,3,true,-1.0
1,0,0.5,0.5,false,false,850,850,847,847,-3,-3,3,true,-1.0
1,1,0.5,0.5,false,false,300,850,798,898,498,48,2,true,1.34
1,1,0.5,0.5,false,false,300,200,348,798,48,598,2,true,-1.0
1,1,0.5,0.5,false,false,850,250,898,798,48,548,2,true,-1.0
1,1,0.5,0.5,false,false,200,250,246,296,46,46,4,true,-1.0
1,1,0.5,0.5,false,false,850,350,850,350,0,0,0,true,-1.0
1,1,0.5,0.5,false,false,200,300,249,899,49,599,1,true,-1.0
1,1,0.5,0.5,false,false,850,300,850,300,0,0,0,true,-1.0
1,1,0.5,0.5,false,false,250,250,200,200,-50,-50,50,true,-1.0
1,1,0.5,0.5,false,false,200,200,249,899,49,699,1,true,-1.0
1,1,0.5,0.5,false,false,250,300,298,798,48,498,2,true,-1.0
1,2,0.5,0.5,false,true,850,850,848,848,-2,-2,2,true,729.659
1,2,0.5,0.5,false,true,250,300,249,299,-1,-1,1,true,-1.0
1,2,0.5,0.5,false,true,250,250,248,248,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,true,350,300,949,799,599,499,1,true,-1.0
1,2,0.5,0.5,false,true,200,200,198,198,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,true,250,250,293,293,43,43,7,true,-1.0
1,2,0.5,0.5,false,true,300,200,250,150,-50,-50,50,false,-1.0
1,2,0.5,0.5,false,true,850,900,850,900,0,0,0,true,-1.0
1,2,0.5,0.5,false,true,350,850,348,848,-2,-2,2,true,-1.0
1,2,0.5,0.5,false,true,300,300,298,298,-2,-2,2,true,-1.0
